tenure,monthly_charges,contract,internet,tech_support,churn
23,108.04,month-to-month,none,0,1
38,104.5,one-year,fiber,0,1
65,59.8,month-to-month,none,0,0
70,46.16,month-to-month,none,1,0
16,101.92,one-year,fiber,0,0
13,83.6,month-to-month,fiber,0,1
50,78.21,month-to-month,dsl,0,0
21,54.16,two-year,none,0,0
14,80.64,two-year,fiber,1,0
2,42.87,month-to-month,fiber,0,1
29,85.85,month-to-month,dsl,1,0
28,104.47,month-to-month,fiber,0,1
40,110.78,month-to-month,dsl,1,0
14,87.71,two-year,dsl,1,0
51,35.45,one-year,none,0,0
48,74.93,month-to-month,fiber,1,0
33,123.49,one-year,none,0,1
13,48.28,month-to-month,dsl,0,1
36,68.52,month-to-month,none,0,0
48,105.34,two-year,fiber,0,0
26,85.43,month-to-month,dsl,1,0
18,130.0,month-to-month,none,1,1
36,51.68,two-year,dsl,0,0
25,45.26,month-to-month,fiber,1,1
28,100.6,month-to-month,dsl,0,1
25,40.1,month-to-month,fiber,0,0
21,65.08,month-to-month,fiber,1,0
51,68.36,month-to-month,dsl,0,0
33,95.9,month-to-month,none,1,1
33,85.36,month-to-month,dsl,0,1
47,81.43,month-to-month,fiber,0,0
26,59.94,one-year,fiber,0,0
7,100.38,two-year,fiber,0,0
61,130.0,one-year,fiber,0,0
4,87.28,one-year,none,0,1
41,72.49,two-year,fiber,0,0
19,37.55,month-to-month,fiber,1,0
15,54.06,month-to-month,dsl,0,1
3,64.66,month-to-month,fiber,0,1
64,56.63,month-to-month,fiber,0,0
30,69.6,two-year,dsl,0,0
24,114.45,month-to-month,fiber,0,1
53,101.18,two-year,dsl,0,0
2,66.03,month-to-month,dsl,0,0
40,39.79,month-to-month,dsl,1,0
35,103.43,month-to-month,fiber,0,0
39,68.77,month-to-month,fiber,0,1
8,26.84,month-to-month,dsl,1,0
68,87.81,one-year,fiber,0,0
17,95.64,month-to-month,fiber,0,1
48,15.0,two-year,fiber,0,0
53,49.39,two-year,fiber,0,0
24,67.24,month-to-month,fiber,1,0
9,88.36,two-year,none,0,0
21,57.11,month-to-month,dsl,1,0
58,49.2,month-to-month,dsl,0,0
65,88.18,month-to-month,fiber,1,1
67,58.29,one-year,fiber,0,0
16,83.55,month-to-month,dsl,1,0
43,42.21,one-year,dsl,0,0
10,36.19,two-year,none,0,0
51,88.88,month-to-month,fiber,0,0
29,76.31,two-year,fiber,1,0
51,93.06,one-year,dsl,0,0
49,56.69,month-to-month,fiber,0,0
71,50.12,month-to-month,fiber,1,0
35,104.02,month-to-month,fiber,1,0
24,31.93,month-to-month,fiber,1,0
37,101.29,one-year,none,0,0
11,103.01,month-to-month,none,0,1
8,91.5,month-to-month,dsl,1,0
37,52.8,one-year,fiber,0,0
59,49.59,one-year,dsl,1,0
38,64.75,two-year,dsl,1,0
56,37.62,month-to-month,dsl,1,0
12,45.96,one-year,dsl,0,0
32,86.12,month-to-month,none,0,0
44,86.23,one-year,fiber,1,0
25,43.76,month-to-month,dsl,1,0
1,86.9,month-to-month,none,1,1
5,81.36,two-year,none,0,1
66,107.75,one-year,none,0,0
43,84.23,one-year,fiber,1,1
19,96.46,month-to-month,dsl,0,1
18,81.93,one-year,fiber,0,0
2,94.5,month-to-month,dsl,0,1
68,37.82,month-to-month,fiber,0,0
7,66.96,month-to-month,fiber,0,1
54,69.03,month-to-month,none,0,0
17,63.91,month-to-month,none,1,0
24,81.1,one-year,dsl,1,0
19,85.86,month-to-month,fiber,0,0
59,79.81,two-year,fiber,1,0
2,65.58,two-year,fiber,0,0
25,51.61,month-to-month,fiber,1,0
20,97.43,one-year,none,1,0
19,78.74,month-to-month,dsl,0,1
13,44.53,two-year,fiber,1,0
65,65.16,month-to-month,dsl,0,0
27,26.42,month-to-month,fiber,1,0
30,70.88,month-to-month,fiber,1,0
27,65.04,two-year,fiber,1,0
70,55.64,month-to-month,fiber,0,0
24,109.62,two-year,dsl,0,0
24,41.1,month-to-month,dsl,0,0
23,87.66,one-year,dsl,0,0
23,124.67,month-to-month,none,0,1
6,96.93,month-to-month,none,0,1
43,69.21,month-to-month,none,0,0
1,41.65,month-to-month,none,0,0
16,35.95,one-year,none,0,0
14,59.71,one-year,none,1,0
20,52.82,month-to-month,fiber,0,1
54,52.01,month-to-month,fiber,1,0
43,61.84,month-to-month,dsl,1,0
71,67.44,one-year,none,0,0
25,82.13,one-year,none,0,0
66,39.06,two-year,dsl,1,0
3,52.94,two-year,none,0,0
36,66.01,month-to-month,dsl,0,0
57,65.11,month-to-month,dsl,1,0
38,115.91,two-year,fiber,1,0
67,75.81,month-to-month,dsl,0,0
22,29.66,month-to-month,fiber,0,0
2,80.45,month-to-month,fiber,1,0
55,83.64,one-year,dsl,0,0
4,66.87,one-year,fiber,1,0
55,39.67,two-year,none,0,0
52,113.95,month-to-month,dsl,0,0
60,43.25,month-to-month,dsl,0,0
34,86.52,month-to-month,fiber,1,0
64,75.0,one-year,none,0,0
12,85.02,month-to-month,dsl,1,1
31,112.67,two-year,dsl,1,0
8,84.04,month-to-month,dsl,1,0
55,56.03,one-year,dsl,1,0
51,97.65,two-year,dsl,0,0
58,54.22,month-to-month,dsl,0,0
55,74.09,one-year,none,0,0
22,37.67,month-to-month,fiber,0,1
4,44.17,two-year,none,0,0
66,71.28,two-year,fiber,1,0
35,79.2,one-year,fiber,1,0
6,27.44,month-to-month,fiber,0,0
66,82.43,two-year,fiber,0,0
71,49.51,two-year,fiber,1,0
32,101.99,one-year,none,1,0
55,61.2,two-year,dsl,1,0
2,41.91,month-to-month,none,0,0
6,71.9,month-to-month,fiber,0,1
19,47.09,month-to-month,dsl,1,0
47,101.72,month-to-month,fiber,0,1
9,70.01,month-to-month,dsl,1,0
2,66.21,one-year,fiber,0,0
48,84.8,month-to-month,dsl,0,0
55,44.88,month-to-month,dsl,0,0
53,37.77,one-year,fiber,1,0
57,80.21,one-year,fiber,0,1
57,42.51,two-year,fiber,1,0
43,42.5,month-to-month,fiber,1,0
37,90.92,two-year,dsl,1,0
61,83.13,month-to-month,dsl,1,0
25,38.65,month-to-month,none,1,0
7,54.52,one-year,none,1,0
54,47.41,month-to-month,fiber,0,0
19,114.41,one-year,none,1,0
70,92.65,month-to-month,dsl,1,0
29,59.48,month-to-month,fiber,1,0
61,84.4,month-to-month,none,0,0
3,36.1,month-to-month,dsl,0,0
47,53.18,month-to-month,dsl,1,0
32,72.62,month-to-month,dsl,1,0
33,81.31,month-to-month,none,0,0
19,67.56,one-year,dsl,1,0
69,76.2,month-to-month,none,0,0
28,71.96,one-year,fiber,0,1
61,65.91,one-year,none,1,0
30,62.6,month-to-month,dsl,1,0
3,59.34,month-to-month,dsl,0,1
63,75.8,one-year,none,1,0
13,80.27,two-year,fiber,1,0
19,74.96,month-to-month,fiber,1,1
61,40.54,two-year,none,1,0
64,45.03,month-to-month,none,0,0
66,79.97,month-to-month,dsl,0,0
30,106.79,month-to-month,dsl,0,1
54,73.81,month-to-month,fiber,0,0
23,59.71,month-to-month,dsl,0,1
53,75.61,month-to-month,fiber,0,0
36,41.58,month-to-month,none,0,0
3,102.72,one-year,dsl,0,1
30,74.66,month-to-month,fiber,0,1
33,53.26,two-year,dsl,0,0
18,65.83,two-year,none,0,0
26,56.82,month-to-month,dsl,0,0
36,102.79,month-to-month,fiber,1,1
3,64.94,month-to-month,dsl,1,0
10,73.88,two-year,dsl,1,0
55,84.34,month-to-month,fiber,1,0
25,51.48,month-to-month,dsl,1,0
43,74.84,two-year,fiber,1,0
40,76.86,month-to-month,dsl,0,1
39,31.15,month-to-month,fiber,0,0
29,76.32,two-year,dsl,1,0
34,68.86,two-year,dsl,1,0
59,73.25,month-to-month,dsl,1,0
69,70.89,month-to-month,fiber,0,0
18,76.48,month-to-month,fiber,1,1
48,103.43,month-to-month,dsl,0,0
69,40.51,month-to-month,none,1,0
0,61.45,month-to-month,fiber,0,1
56,86.67,one-year,fiber,0,0
35,82.02,one-year,none,0,0
69,81.49,two-year,fiber,0,0
41,130.0,two-year,none,0,0
60,85.35,month-to-month,none,1,0
11,98.27,month-to-month,fiber,0,1
10,62.32,month-to-month,fiber,0,0
66,45.18,month-to-month,none,0,0
37,62.14,month-to-month,fiber,1,0
40,87.8,one-year,dsl,0,0
12,80.17,month-to-month,fiber,0,1
16,80.08,month-to-month,dsl,1,1
58,64.64,month-to-month,none,0,1
21,60.65,two-year,dsl,1,0
42,65.5,one-year,fiber,0,0
22,88.11,month-to-month,dsl,1,0
18,91.02,month-to-month,dsl,1,0
11,44.84,two-year,fiber,0,0
66,89.06,month-to-month,dsl,1,0
67,53.73,one-year,dsl,0,0
8,81.72,one-year,fiber,0,1
25,65.2,one-year,none,1,0
40,109.14,month-to-month,fiber,1,0
27,59.55,two-year,fiber,0,0
51,74.47,month-to-month,fiber,1,0
18,85.16,month-to-month,fiber,0,1
4,48.15,month-to-month,fiber,0,1
24,68.18,month-to-month,fiber,0,0
43,63.34,month-to-month,dsl,1,0
13,57.15,one-year,dsl,1,0
58,59.01,two-year,fiber,0,0
0,97.8,month-to-month,dsl,1,1
4,55.04,two-year,dsl,1,0
36,84.16,two-year,dsl,0,0
36,77.86,month-to-month,none,0,0
21,35.08,one-year,fiber,0,0
18,82.98,two-year,fiber,0,0
5,34.66,one-year,fiber,0,1
47,85.7,month-to-month,fiber,0,0
27,57.32,two-year,dsl,0,0
8,70.21,one-year,fiber,0,1
28,37.64,month-to-month,dsl,1,1
67,73.06,month-to-month,none,1,0
18,93.17,month-to-month,dsl,1,1
64,49.83,month-to-month,dsl,1,0
18,54.82,month-to-month,dsl,0,1
13,81.37,month-to-month,dsl,0,0
18,81.99,two-year,dsl,0,0
23,15.0,one-year,fiber,1,0
8,120.39,month-to-month,fiber,0,1
42,83.21,month-to-month,fiber,0,0
24,87.42,month-to-month,dsl,1,0
51,66.41,month-to-month,dsl,0,0
35,23.62,one-year,fiber,1,0
31,86.87,month-to-month,fiber,0,0
33,55.87,two-year,dsl,0,0
11,83.6,month-to-month,fiber,1,1
51,64.53,month-to-month,fiber,0,0
7,75.95,two-year,fiber,0,0
51,50.63,month-to-month,fiber,1,0
71,91.61,month-to-month,dsl,1,0
55,40.29,month-to-month,fiber,0,0
32,126.14,one-year,fiber,0,0
22,125.95,month-to-month,none,0,1
62,110.82,two-year,dsl,0,0
18,101.89,one-year,dsl,0,0
34,67.89,two-year,dsl,0,0
55,99.16,one-year,fiber,1,1
66,67.6,one-year,fiber,0,0
66,31.16,one-year,fiber,0,0
6,107.58,month-to-month,fiber,0,1
64,98.22,one-year,fiber,0,0
8,69.22,one-year,dsl,0,0
42,39.37,month-to-month,fiber,1,0
66,55.34,one-year,fiber,0,0
47,24.47,month-to-month,dsl,1,0
68,93.63,month-to-month,fiber,1,0
24,29.92,month-to-month,dsl,1,1
22,77.17,month-to-month,fiber,1,1
23,48.91,month-to-month,dsl,1,0
25,34.33,month-to-month,none,0,0
49,75.96,month-to-month,dsl,0,0
32,61.66,month-to-month,none,1,0
53,90.95,one-year,fiber,0,0
29,38.31,month-to-month,fiber,0,0
22,51.07,two-year,fiber,1,0
13,15.0,two-year,fiber,0,0
39,15.39,month-to-month,none,0,0
64,114.95,month-to-month,fiber,1,0
61,122.09,month-to-month,fiber,0,0
18,72.32,month-to-month,none,1,0
34,49.4,month-to-month,fiber,1,0
50,62.54,one-year,dsl,0,0
44,91.84,one-year,fiber,0,1
4,57.14,month-to-month,none,1,0
42,75.94,one-year,fiber,0,0
2,69.68,month-to-month,dsl,1,0
8,55.78,two-year,dsl,0,0
47,56.85,two-year,none,0,0
7,77.33,month-to-month,none,1,0
24,45.58,one-year,dsl,0,0
42,81.29,two-year,fiber,0,0
47,58.21,month-to-month,dsl,1,0
32,73.18,month-to-month,none,0,0
6,104.6,one-year,dsl,0,1
57,65.8,month-to-month,none,1,0
68,93.0,month-to-month,dsl,0,0
63,25.2,one-year,fiber,1,0
53,58.24,month-to-month,fiber,0,0
28,70.69,month-to-month,fiber,1,0
63,118.08,two-year,dsl,0,0
35,21.0,month-to-month,dsl,1,0
9,67.59,month-to-month,fiber,0,1
61,106.42,one-year,dsl,1,0
23,50.37,month-to-month,fiber,1,0
67,64.68,one-year,fiber,1,0
26,78.29,one-year,dsl,0,0
62,74.61,month-to-month,dsl,0,0
38,109.14,month-to-month,fiber,0,1
33,81.21,two-year,dsl,1,0
21,103.19,two-year,none,0,0
60,61.0,month-to-month,dsl,0,0
4,51.49,month-to-month,none,0,0
33,64.36,month-to-month,fiber,0,0
26,41.02,two-year,fiber,0,0
39,82.09,two-year,fiber,0,0
18,60.35,month-to-month,dsl,0,0
47,53.21,two-year,fiber,0,0
27,82.47,month-to-month,none,0,0
13,41.41,month-to-month,dsl,0,0
14,89.26,one-year,none,1,0
50,58.04,month-to-month,fiber,0,0
18,98.98,one-year,dsl,1,0
22,60.18,month-to-month,fiber,0,1
45,85.8,one-year,dsl,1,0
23,74.49,two-year,dsl,0,0
27,88.6,month-to-month,fiber,1,0
17,72.75,month-to-month,none,1,1
24,28.42,one-year,dsl,1,0
49,95.22,month-to-month,dsl,0,0
38,67.81,one-year,fiber,1,0
71,89.74,one-year,fiber,0,0
55,87.26,month-to-month,fiber,0,0
1,50.67,two-year,dsl,1,0
27,47.13,month-to-month,fiber,1,0
20,86.38,month-to-month,none,1,0
42,62.42,month-to-month,none,1,0
19,93.41,one-year,fiber,1,0
69,65.54,two-year,dsl,0,0
21,95.59,month-to-month,fiber,0,1
37,80.58,month-to-month,fiber,0,1
8,77.2,month-to-month,fiber,0,1
65,60.65,one-year,none,1,0
65,75.81,month-to-month,none,0,0
57,99.82,month-to-month,fiber,1,0
25,68.64,month-to-month,fiber,0,1
4,83.28,month-to-month,fiber,0,1
51,71.16,one-year,dsl,1,0
30,73.12,month-to-month,fiber,0,0
71,113.09,month-to-month,none,0,0
50,100.04,month-to-month,none,1,1
38,71.99,month-to-month,fiber,0,1
71,75.36,month-to-month,none,0,0
57,52.45,month-to-month,dsl,1,0
33,65.68,month-to-month,dsl,0,0
1,77.73,month-to-month,none,1,0
6,91.27,month-to-month,dsl,1,0
31,88.73,one-year,dsl,0,1
40,42.27,month-to-month,fiber,1,0
2,94.42,month-to-month,dsl,0,1
9,67.78,one-year,fiber,0,0
50,45.33,month-to-month,fiber,1,0
54,103.41,month-to-month,dsl,0,0
2,106.58,two-year,fiber,0,1
36,76.59,month-to-month,fiber,0,0
5,87.72,two-year,fiber,0,1
52,89.19,month-to-month,none,0,0
60,104.89,two-year,dsl,0,0
62,88.2,two-year,fiber,1,0
43,36.81,month-to-month,none,1,0
45,120.25,month-to-month,none,0,0
66,96.64,one-year,fiber,0,0
44,57.26,month-to-month,dsl,0,0
32,44.26,month-to-month,fiber,0,0
54,82.62,two-year,dsl,1,0
42,63.04,one-year,dsl,1,0
60,78.25,two-year,fiber,0,0
37,88.59,two-year,dsl,1,0
62,55.84,two-year,fiber,1,0
3,42.1,one-year,dsl,0,0
2,79.65,one-year,fiber,1,0
7,56.67,two-year,none,0,0
40,73.65,one-year,dsl,1,0
51,36.42,month-to-month,fiber,1,0
15,63.7,one-year,dsl,0,0
11,87.87,month-to-month,fiber,0,1
61,85.15,two-year,dsl,0,0
54,50.29,one-year,dsl,1,0
46,40.79,one-year,fiber,1,0
35,70.39,month-to-month,fiber,0,1
30,84.03,month-to-month,fiber,1,1
1,80.13,month-to-month,dsl,0,1
13,57.2,one-year,dsl,0,0
64,77.45,one-year,fiber,0,0
24,107.56,month-to-month,fiber,1,0
50,75.13,month-to-month,none,1,0
50,29.17,month-to-month,fiber,0,0
22,75.08,month-to-month,fiber,1,1
14,121.1,two-year,dsl,1,1
49,37.82,two-year,fiber,0,0
6,70.74,one-year,none,0,0
35,64.34,month-to-month,fiber,0,1
63,72.4,month-to-month,none,0,0
51,74.86,two-year,fiber,0,0
55,98.5,two-year,fiber,1,0
5,72.12,month-to-month,fiber,0,1
14,101.93,one-year,none,1,0
19,67.06,month-to-month,dsl,1,1
21,61.25,month-to-month,fiber,0,1
13,53.27,two-year,none,0,0
69,24.57,two-year,fiber,0,0
11,76.89,two-year,fiber,1,0
50,121.35,month-to-month,fiber,0,1
42,81.46,month-to-month,none,0,0
43,87.17,two-year,fiber,1,0
15,59.67,one-year,fiber,1,1
22,63.89,month-to-month,none,0,0
43,94.62,month-to-month,dsl,1,0
21,120.22,month-to-month,fiber,1,1
49,107.2,one-year,dsl,1,0
2,90.13,two-year,fiber,0,0
5,70.88,month-to-month,dsl,1,0
52,75.24,month-to-month,fiber,1,0
44,51.16,month-to-month,dsl,0,0
3,33.8,one-year,dsl,1,0
64,41.83,month-to-month,fiber,0,0
0,71.25,month-to-month,fiber,0,1
68,62.7,one-year,fiber,1,0
52,33.26,month-to-month,dsl,1,0
71,69.07,one-year,dsl,0,0
68,62.04,one-year,dsl,0,0
22,40.68,month-to-month,none,0,1
54,60.75,one-year,none,0,0
15,61.98,one-year,none,1,0
33,54.58,one-year,dsl,0,0
17,93.17,one-year,fiber,1,0
34,22.43,month-to-month,dsl,0,0
62,20.36,month-to-month,fiber,1,0
31,70.08,month-to-month,fiber,0,0
6,72.4,month-to-month,fiber,1,0
23,80.11,month-to-month,fiber,0,0
56,56.53,month-to-month,dsl,0,0
37,47.05,one-year,fiber,1,0
40,69.82,month-to-month,fiber,0,0
31,58.96,two-year,none,0,0
21,108.78,one-year,dsl,1,0
43,61.89,month-to-month,fiber,1,1
45,68.67,one-year,fiber,0,0
64,130.0,month-to-month,fiber,1,1
44,65.13,two-year,none,0,0
71,83.9,two-year,fiber,0,0
59,86.16,two-year,none,0,0
5,88.29,one-year,fiber,0,1
28,77.24,two-year,dsl,0,0
27,74.85,one-year,fiber,0,0
0,72.51,two-year,dsl,0,1
13,55.6,month-to-month,fiber,0,1
54,78.14,two-year,fiber,0,0
25,120.72,one-year,none,0,0
10,100.27,month-to-month,dsl,0,0
20,77.6,two-year,fiber,0,0
19,91.4,one-year,dsl,0,0
12,48.27,two-year,fiber,0,0
7,63.49,month-to-month,none,0,0
55,93.7,one-year,fiber,1,0
59,107.18,one-year,fiber,1,0
35,50.73,month-to-month,fiber,1,0
44,57.91,one-year,fiber,0,1
66,124.53,one-year,none,0,0
60,72.41,month-to-month,fiber,0,0
2,115.58,one-year,fiber,1,0
68,75.17,month-to-month,none,0,0
4,76.15,two-year,fiber,1,0
1,62.36,two-year,fiber,0,0
29,93.56,month-to-month,dsl,1,0
53,103.94,month-to-month,fiber,0,0
5,44.12,month-to-month,none,0,1
21,61.19,month-to-month,dsl,0,0
18,92.88,two-year,fiber,1,0
28,66.76,month-to-month,dsl,1,0
70,57.67,month-to-month,fiber,1,0
23,95.24,month-to-month,dsl,1,0
15,97.59,one-year,dsl,0,0
8,58.76,two-year,dsl,0,0
14,75.31,month-to-month,dsl,1,1
9,39.79,month-to-month,dsl,0,1
41,47.61,month-to-month,fiber,0,0
30,73.1,month-to-month,none,0,0
35,70.79,month-to-month,fiber,0,0
59,45.83,one-year,none,0,0
41,52.1,month-to-month,dsl,1,0
11,43.37,month-to-month,fiber,1,1
27,81.38,one-year,fiber,0,0
22,20.81,one-year,none,0,0
59,44.71,month-to-month,none,1,0
22,23.43,month-to-month,dsl,1,1
9,80.48,one-year,fiber,1,1
52,24.93,month-to-month,dsl,0,0
30,70.79,two-year,fiber,1,0
6,110.99,two-year,dsl,1,0
49,111.84,two-year,fiber,0,0
15,24.85,month-to-month,none,1,0
62,77.46,month-to-month,dsl,0,0
59,45.28,two-year,fiber,1,0
26,40.17,month-to-month,dsl,1,0
40,67.16,month-to-month,fiber,0,1
40,100.71,one-year,fiber,0,0
47,84.99,month-to-month,fiber,0,1
4,52.12,one-year,fiber,1,0
23,87.63,two-year,fiber,1,1
12,15.0,one-year,dsl,0,0
50,51.18,month-to-month,dsl,1,0
4,49.4,two-year,dsl,0,0
37,71.96,one-year,none,0,0
52,64.93,month-to-month,none,0,1
68,66.46,one-year,fiber,1,0
20,65.63,month-to-month,dsl,1,0
0,70.56,month-to-month,none,1,0
52,83.5,one-year,fiber,1,0
0,73.73,month-to-month,fiber,0,1
4,62.89,month-to-month,none,0,0
71,80.04,one-year,dsl,1,0
62,90.65,month-to-month,none,0,0
50,56.1,month-to-month,none,0,1
60,68.51,month-to-month,fiber,0,0
5,99.05,one-year,dsl,0,1
6,42.43,two-year,none,0,0
21,115.12,month-to-month,fiber,0,1
1,36.52,one-year,fiber,1,1
63,61.37,month-to-month,fiber,0,0
4,46.25,month-to-month,dsl,1,1
39,124.7,month-to-month,dsl,0,1
61,57.42,month-to-month,none,1,0
52,57.48,month-to-month,fiber,0,1
16,60.73,one-year,dsl,0,1
33,72.39,one-year,fiber,0,0
39,61.79,two-year,none,0,0
55,66.68,two-year,dsl,1,0
30,15.0,month-to-month,dsl,0,1
20,71.43,month-to-month,fiber,0,1
57,70.45,month-to-month,fiber,1,0
63,95.96,month-to-month,fiber,1,0
35,102.73,two-year,none,0,0
2,65.31,month-to-month,fiber,0,1
36,90.41,month-to-month,none,0,0
64,42.46,month-to-month,fiber,0,0
71,89.18,two-year,dsl,1,0
28,55.69,month-to-month,fiber,0,0
10,40.38,one-year,fiber,1,0
41,65.36,month-to-month,dsl,0,0
59,105.01,month-to-month,fiber,0,0
68,74.53,month-to-month,fiber,1,0
3,107.41,one-year,dsl,1,1
20,51.28,one-year,fiber,1,1
34,96.2,month-to-month,dsl,0,0
7,53.7,month-to-month,dsl,1,1
63,75.63,month-to-month,fiber,0,1
8,75.42,month-to-month,fiber,1,1
47,86.54,month-to-month,fiber,1,0
66,76.27,month-to-month,fiber,0,0
49,51.52,one-year,fiber,1,0
54,92.01,two-year,dsl,1,0
18,113.29,one-year,fiber,1,1
59,55.4,one-year,none,1,0
30,24.12,two-year,dsl,1,0
4,82.48,two-year,fiber,0,1
26,61.72,month-to-month,dsl,0,0
25,66.72,month-to-month,fiber,0,1
37,83.9,month-to-month,fiber,0,1
19,58.59,two-year,none,1,0
33,63.28,month-to-month,dsl,1,0
30,67.5,month-to-month,fiber,0,0
23,106.74,month-to-month,none,1,0
50,70.75,one-year,none,1,0
21,39.11,one-year,dsl,1,0
55,40.1,one-year,dsl,0,0
18,73.48,one-year,dsl,0,0
62,41.76,two-year,dsl,1,0
26,30.94,month-to-month,dsl,1,0
2,85.89,two-year,none,1,0
10,87.11,one-year,dsl,1,0
58,60.8,month-to-month,fiber,0,1
62,77.34,two-year,fiber,0,0
15,74.7,two-year,fiber,1,0
43,85.06,two-year,fiber,0,0
41,85.12,two-year,fiber,1,0
9,15.0,month-to-month,dsl,1,0
32,63.99,month-to-month,none,1,0
49,82.95,month-to-month,fiber,1,0
69,59.74,two-year,fiber,0,0
61,70.91,two-year,none,0,0
7,88.77,two-year,fiber,1,0
17,72.02,two-year,dsl,1,0
31,107.7,one-year,dsl,1,0
10,98.17,month-to-month,dsl,0,1
41,67.04,month-to-month,fiber,1,0
0,65.05,month-to-month,fiber,0,1
8,15.0,one-year,dsl,0,0
3,61.84,month-to-month,fiber,1,1
21,36.17,two-year,fiber,0,0
54,75.53,one-year,fiber,0,0
12,73.82,month-to-month,dsl,0,1
71,87.4,two-year,dsl,1,0
19,104.92,one-year,dsl,0,0
3,69.34,one-year,dsl,0,0
24,127.01,month-to-month,fiber,0,1
53,75.81,month-to-month,none,1,0
7,37.24,month-to-month,none,0,1
5,55.95,month-to-month,fiber,1,1
61,60.68,one-year,dsl,1,0
42,84.8,two-year,fiber,0,0
24,46.32,two-year,none,0,0
54,62.55,month-to-month,fiber,0,0
60,65.97,two-year,fiber,0,0
25,58.8,month-to-month,none,0,1
40,90.29,month-to-month,dsl,1,0
0,86.03,one-year,fiber,0,1
22,99.16,two-year,dsl,0,0
42,61.72,two-year,dsl,0,0
14,100.06,two-year,fiber,0,0
71,35.9,month-to-month,dsl,0,0
69,35.29,month-to-month,dsl,0,0
18,39.65,month-to-month,dsl,1,0
28,70.23,one-year,none,0,0
13,100.06,month-to-month,dsl,0,1
36,54.95,month-to-month,dsl,1,1
8,58.08,month-to-month,dsl,0,0
28,64.6,one-year,fiber,1,0
39,84.32,one-year,fiber,0,0
44,58.06,month-to-month,none,0,0
42,56.66,month-to-month,dsl,0,0
15,36.37,one-year,fiber,1,0
57,55.71,one-year,fiber,1,0
49,99.44,month-to-month,fiber,0,1
54,72.27,month-to-month,fiber,0,0
33,51.5,two-year,fiber,0,0
64,100.9,one-year,dsl,0,0
28,55.37,month-to-month,fiber,0,0
58,105.5,one-year,dsl,1,0
14,105.09,one-year,none,0,0
17,71.4,month-to-month,none,0,1
37,32.54,month-to-month,none,1,0
40,127.24,two-year,fiber,0,0
53,79.68,month-to-month,dsl,1,0
21,61.9,month-to-month,dsl,0,0
62,93.9,one-year,fiber,1,1
23,87.56,month-to-month,none,0,1
38,102.77,one-year,dsl,0,0
67,53.44,month-to-month,dsl,0,0
38,77.96,month-to-month,fiber,1,0
49,40.35,month-to-month,fiber,0,0
65,86.66,two-year,none,0,0
70,69.43,one-year,fiber,0,0
35,77.03,two-year,fiber,0,0
30,66.34,month-to-month,dsl,1,0
14,63.73,one-year,dsl,1,0
38,48.29,month-to-month,fiber,1,0
66,89.76,one-year,fiber,0,0
35,107.24,month-to-month,dsl,1,0
25,56.08,one-year,none,0,0
7,83.84,month-to-month,dsl,0,1
28,80.8,month-to-month,dsl,0,0
17,70.2,one-year,fiber,1,0
70,31.84,month-to-month,dsl,1,0
37,37.46,month-to-month,dsl,0,0
9,50.48,two-year,none,1,0
4,16.52,month-to-month,dsl,1,0
61,105.2,one-year,fiber,1,0
67,79.19,two-year,fiber,1,0
54,69.25,one-year,none,0,1
8,15.24,month-to-month,fiber,0,1
7,24.4,one-year,dsl,1,0
14,69.94,month-to-month,dsl,1,0
54,119.26,month-to-month,fiber,0,1
55,52.53,one-year,dsl,1,0
60,91.59,two-year,dsl,1,0
6,58.0,month-to-month,none,0,0
11,71.38,month-to-month,fiber,0,1
64,100.37,one-year,fiber,0,0
66,61.35,month-to-month,fiber,0,0
52,52.75,one-year,fiber,0,0
7,105.45,month-to-month,dsl,0,1
4,71.14,month-to-month,fiber,1,1
4,97.28,one-year,fiber,0,1
49,52.87,two-year,none,1,0
60,105.17,month-to-month,fiber,0,0
45,76.84,two-year,fiber,1,0
18,80.87,month-to-month,none,0,1
54,73.29,month-to-month,dsl,1,0
4,57.36,month-to-month,fiber,0,1
59,69.96,month-to-month,none,0,0
64,58.94,one-year,dsl,0,0
51,93.99,month-to-month,fiber,0,1
63,64.92,month-to-month,fiber,1,0
42,32.59,month-to-month,none,0,0
33,28.01,two-year,fiber,1,0
23,26.83,two-year,none,0,0
66,85.45,month-to-month,fiber,0,0
50,41.21,month-to-month,fiber,1,0
13,77.5,two-year,none,0,1
68,73.41,month-to-month,none,1,0
4,68.38,two-year,fiber,0,0
42,80.96,one-year,fiber,0,0
13,73.96,two-year,dsl,1,0
47,15.0,month-to-month,dsl,0,0
29,61.91,month-to-month,fiber,1,0
31,80.63,month-to-month,fiber,0,1
48,111.01,month-to-month,none,1,0
54,112.16,month-to-month,fiber,0,0
27,35.92,two-year,fiber,0,0
71,61.26,month-to-month,fiber,0,0
35,30.85,month-to-month,fiber,1,1
11,108.0,month-to-month,dsl,1,0
0,95.32,month-to-month,fiber,1,0
14,78.76,month-to-month,dsl,1,1
49,74.15,month-to-month,fiber,1,0
38,104.52,one-year,fiber,1,0
24,100.28,two-year,none,0,0
34,98.95,month-to-month,dsl,0,1
60,81.42,one-year,fiber,1,0
41,61.27,month-to-month,fiber,0,0
4,89.18,month-to-month,dsl,1,0
3,90.4,two-year,dsl,0,1
34,65.23,two-year,dsl,0,0
29,61.22,month-to-month,dsl,1,0
